[2018-02-23 00:09:52,454][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=116391936, init=134217728, max=116391936, used=60901928}, noHeadMomory=MemoryCommonEntity{committed=76804096, init=2555904, max=-1, used=73968608}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=20447232, init=2555904, max=251658240, used=20372352}, currentMemory=MemoryCommonEntity{committed=20447232, init=2555904, max=251658240, used=19354368}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=49934336, init=0, max=-1, used=48671120}, currentMemory=MemoryCommonEntity{committed=49934336, init=0, max=-1, used=48671120}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6422528, init=0, max=1073741824, used=5972976}, currentMemory=MemoryCommonEntity{committed=6422528, init=0, max=1073741824, used=5972976}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=34603008, init=50331648, max=34603008, used=26128472}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=14680064, init=8388608, max=14680064, used=14223680}, currentMemory=MemoryCommonEntity{committed=14680064, init=8388608, max=14680064, used=14223680}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=20896176}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=20896176}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:28:54,907][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=113246208, init=134217728, max=113246208, used=38207536}, noHeadMomory=MemoryCommonEntity{committed=80543744, init=2555904, max=-1, used=76321344}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18881088}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51181808}, currentMemory=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51181808}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=25690112, init=50331648, max=26738688, used=3140856}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=20971520, init=8388608, max=20971520, used=15914176}, currentMemory=MemoryCommonEntity{committed=20447232, init=8388608, max=20447232, used=9429264}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:28:55,908][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=113246208, init=134217728, max=113246208, used=38545976}, noHeadMomory=MemoryCommonEntity{committed=80543744, init=2555904, max=-1, used=76321344}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18881088}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51181808}, currentMemory=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51181808}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=25690112, init=50331648, max=26738688, used=3479296}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=20971520, init=8388608, max=20971520, used=15914176}, currentMemory=MemoryCommonEntity{committed=20447232, init=8388608, max=20447232, used=9429264}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:28:56,909][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=113246208, init=134217728, max=113246208, used=38591704}, noHeadMomory=MemoryCommonEntity{committed=80543744, init=2555904, max=-1, used=76190720}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18750464}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51181808}, currentMemory=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51181808}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=25690112, init=50331648, max=26738688, used=3525024}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=20971520, init=8388608, max=20971520, used=15914176}, currentMemory=MemoryCommonEntity{committed=20447232, init=8388608, max=20447232, used=9429264}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:28:57,910][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=113246208, init=134217728, max=113246208, used=38922712}, noHeadMomory=MemoryCommonEntity{committed=80543744, init=2555904, max=-1, used=76197232}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18756160}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51182624}, currentMemory=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51182624}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=25690112, init=50331648, max=26738688, used=3856032}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=20971520, init=8388608, max=20971520, used=15914176}, currentMemory=MemoryCommonEntity{committed=20447232, init=8388608, max=20447232, used=9429264}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:28:58,911][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=113246208, init=134217728, max=113246208, used=38922712}, noHeadMomory=MemoryCommonEntity{committed=80543744, init=2555904, max=-1, used=76197232}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18756160}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51182624}, currentMemory=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51182624}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=25690112, init=50331648, max=26738688, used=3856032}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=20971520, init=8388608, max=20971520, used=15914176}, currentMemory=MemoryCommonEntity{committed=20447232, init=8388608, max=20447232, used=9429264}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:28:59,912][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=113246208, init=134217728, max=113246208, used=38922712}, noHeadMomory=MemoryCommonEntity{committed=80543744, init=2555904, max=-1, used=76197232}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18756160}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51182624}, currentMemory=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51182624}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=25690112, init=50331648, max=26738688, used=3856032}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=20971520, init=8388608, max=20971520, used=15914176}, currentMemory=MemoryCommonEntity{committed=20447232, init=8388608, max=20447232, used=9429264}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:29:00,913][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=113246208, init=134217728, max=113246208, used=39252776}, noHeadMomory=MemoryCommonEntity{committed=80543744, init=2555904, max=-1, used=76197232}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18756160}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51182624}, currentMemory=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51182624}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=25690112, init=50331648, max=26738688, used=4186096}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=20971520, init=8388608, max=20971520, used=15914176}, currentMemory=MemoryCommonEntity{committed=20447232, init=8388608, max=20447232, used=9429264}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:29:01,914][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=113246208, init=134217728, max=113246208, used=39276560}, noHeadMomory=MemoryCommonEntity{committed=80543744, init=2555904, max=-1, used=76199192}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18757696}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51183048}, currentMemory=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51183048}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=25690112, init=50331648, max=26738688, used=4209880}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=20971520, init=8388608, max=20971520, used=15914176}, currentMemory=MemoryCommonEntity{committed=20447232, init=8388608, max=20447232, used=9429264}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:29:02,915][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=113246208, init=134217728, max=113246208, used=39611840}, noHeadMomory=MemoryCommonEntity{committed=80543744, init=2555904, max=-1, used=76199192}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18757696}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51183048}, currentMemory=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51183048}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=25690112, init=50331648, max=26738688, used=4545160}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=20971520, init=8388608, max=20971520, used=15914176}, currentMemory=MemoryCommonEntity{committed=20447232, init=8388608, max=20447232, used=9429264}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:29:03,916][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=113246208, init=134217728, max=113246208, used=39611840}, noHeadMomory=MemoryCommonEntity{committed=80543744, init=2555904, max=-1, used=76199192}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18757696}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51183048}, currentMemory=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51183048}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=25690112, init=50331648, max=26738688, used=4545160}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=20971520, init=8388608, max=20971520, used=15914176}, currentMemory=MemoryCommonEntity{committed=20447232, init=8388608, max=20447232, used=9429264}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:29:04,917][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=113246208, init=134217728, max=113246208, used=39950280}, noHeadMomory=MemoryCommonEntity{committed=80543744, init=2555904, max=-1, used=76199192}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18757696}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51183048}, currentMemory=MemoryCommonEntity{committed=52559872, init=0, max=-1, used=51183048}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6258448}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=25690112, init=50331648, max=26738688, used=4883600}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=20971520, init=8388608, max=20971520, used=15914176}, currentMemory=MemoryCommonEntity{committed=20447232, init=8388608, max=20447232, used=9429264}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=25637416}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
